FoodID,FoodGroups,FoodName,Air,Energi,Protein,Lemak,Abu,Karbohidrat,Serat,GulaTotal,Kalsium,Besi,Magnesium,Fosfor,Kalium,Natrium,Seng,Tembaga,Mangan,Selenium,VitaminC,Tiamina,Riboflavin,Niasin,Pantotenat,VitaminB6,FolatTotal,Kolina,VitaminB12,VitaminA-IU,VitaminA-RAE,Retinol,AlphaKaroten,BetaKaroten,BetaKriptosantin,Likopen,ZeaksantinLutein,VitaminE,VitaminD,VitaminD-IU,VitaminK,LemakJenuh,LemakTunggal,LemakGanda,Kolesterol,Source
2740,Daging Merah dan Hasil Buruan,Domba Selandia Baru bahu impor terjaring digulung tanpa tulang hanya bersandar terpisah dimasak dipanggang perlahan,"64,22","199,00","25,14","10,91","1,14",,,,"7,00","1,38","23,00","197,00","337,00","65,00","5,00","0,12","0,01","4,70",,"0,12","0,19","4,28","0,80","0,12",,,"2,27","19,00","6,00","6,00",,,,,,"0,34","0,10","2,00",,"3,26","2,32","0,50","79,00",USDA
2741,Daging Merah dan Hasil Buruan,Domba Selandia Baru bahu impor terjaring digulung tanpa tulang ramping dan gemuk terpisah dimasak dipanggang perlahan,"56,45","287,00","21,45","22,33","0,96","0,05",,,"7,00","1,33","21,00","178,00","305,00","61,00","4,28","0,10","0,01","4,20",,"0,12","0,17","3,74","0,67","0,11",,,"1,94","46,00","14,00","14,00",,,,,,"0,47","0,10","3,00",,"8,43","5,68","0,85","78,00",USDA
2742,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor bagian depan betis hanya dapat dipisah dimasak direbus,"59,33","209,00","33,31","8,40","0,96",,,,"11,00","2,24","23,00","173,00","258,00","77,00","7,09","0,14","0,01","9,90",,"0,04","0,15","4,10","0,50","0,08",,,"1,36","10,00","3,00","3,00",,,,,,"0,43",,"2,00",,"2,63","2,27","0,51","115,00",USDA
2743,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor bahu berpotongan persegi hanya lean yang dapat dipisahkan dimasak dipanggang perlahan,"64,96","192,00","25,08","10,13","1,09",,,,"14,00","1,47","22,00","197,00","334,00","80,00","4,59","0,11","0,01","6,80",,"0,06","0,23","4,24","0,46","0,19",,,"2,65","4,00","1,00","1,00",,,,,,"0,22","0,10","5,00",,"3,50","2,65","0,47","71,00",USDA
2744,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor bahu berpotongan persegi ramping dan berlemak dimasak dipanggang perlahan,"55,93","294,00","20,88","23,39","0,91","0,03",,,"12,00","1,41","20,00","176,00","299,00","72,00","3,87","0,10","0,01","5,70",,"0,07","0,20","3,62","0,40","0,16",,,"2,18","35,00","11,00","11,00",,,,,,"0,40","0,10","6,00",,"9,33","6,45","0,88","72,00",USDA
2745,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor beku bahu utuh (lengan dan bilah) hanya dapat dipisahkan lean dimasak direbus,"47,86","285,00","34,06","15,50","1,85",,,,"27,00","2,34","20,00","215,00","166,00","56,00","5,60","0,12","0,03","5,30",,"0,08","0,36","5,85","0,50","0,08",,,"3,71",,,,,,,,,,,,,"6,81","6,14","0,95","127,00",USDA
2746,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor beku bahu utuh (lengan dan pisau) dapat dipisahkan lemak dan lemaknya dimasak direbus,"42,64","357,00","28,21","26,27","1,58",,,,"27,00","2,11","18,00","196,00","147,00","51,00","4,53","0,10","0,03","4,50",,"0,08","0,32","6,37","0,52","0,07","1,00",,"3,40",,,,,,,,,,,,,"12,74","10,22","1,33","123,00",USDA
2747,Daging Merah dan Hasil Buruan,"Domba Selandia Baru impor beku bahu utuh (lengan dan pisau) dapat dipisahkan lemak dan lemaknya dipangkas hingga 1/8"" lemak dimasak direbus","43,73","342,00","29,43","24,03","1,63",,,,"27,00","2,16","18,00","200,00","151,00","52,00","4,76","0,11","0,03","4,40",,"0,08","0,33","6,26","0,52","0,07","1,00",,"3,47",,,,,,,,,,,,,"11,50","9,37","1,25","123,00",USDA
2748,Daging Merah dan Hasil Buruan,"Domba Selandia Baru impor beku foreshank lemak dan lemak yang dapat dipisahkan dipangkas hingga 1/8"" lemak dimasak direbus","56,76","258,00","26,97","15,83","1,61",,,,"14,00","2,07","15,00","175,00","118,00","47,00","4,80","0,10","0,02","5,30",,"0,07","0,33","6,07","0,41","0,08","1,00",,"2,44",,,,,,,,,,,,,"7,82","6,10","0,73","102,00",USDA
2749,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor beku gabungan dari potonganpotongan eceran yang dipotong lemak dan lemak yang dapat dipisahkan dimasak,"51,15","305,00","24,42","22,26","1,37",,,,"17,00","2,10","19,00","217,00","162,00","46,00","3,49","0,10","0,02","2,00",,"0,12","0,41","7,77","0,58","0,12","1,00",,"2,81",,,,,,,,,"0,14",,,,"11,05","8,59","1,04","109,00",USDA
2750,Daging Merah dan Hasil Buruan,"Domba Selandia Baru impor beku iga lemak dan lemak yang dapat dipisahkan dipangkas hingga 1/8"" lemak dimasak dipanggang","52,47","317,00","19,86","25,74","1,11",,,,"18,00","1,74","15,00","173,00","128,00","44,00","2,73","0,07","0,02","1,80",,"0,10","0,28","6,72","0,50","0,08","1,00",,"2,32",,,,,,,,,,,,,"12,82","9,93","1,19","99,00",USDA
2751,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor beku kaki utuh (betis dan sirloin) dapat dipisahkan lemak dan lemaknya dimasak dipanggang,"57,87","246,00","24,81","15,56","1,39",,,,"10,00","2,10","20,00","218,00","167,00","43,00","3,58","0,10","0,02","4,00",,"0,12","0,45","7,59","0,55","0,13","1,00",,"2,60",,,,,,,,,"0,15",,,,"7,61","6,01","0,75","101,00",USDA
2752,Daging Merah dan Hasil Buruan,"Domba Selandia Baru impor beku kaki utuh (betis dan sirloin) dapat dipisahkan lemak dan lemaknya dipangkas menjadi 1/8"" lemak dimasak dipanggang","59,01","234,00","25,34","13,95","1,41",,,,"9,00","2,13","20,00","221,00","170,00","44,00","3,67","0,11","0,02","4,10",,"0,12","0,46","7,57","0,55","0,13","1,00",,"2,61",,,,,,,,,,,,,"6,75","5,40","0,68","101,00",USDA
2753,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor beku kaki utuh (betis dan sirloin) hanya dapat dipisahkan tanpa lemak dimasak dipanggang,"63,92","181,00","27,68","7,01","1,52",,,,"7,00","2,24","21,00","234,00","183,00","45,00","4,04","0,11","0,03","4,20",,"0,12","0,50","7,51","0,54","0,14",,,"2,63",,,,,,,,,"0,18",,,,"3,05","2,75","0,41","100,00",USDA
2754,Daging Merah dan Hasil Buruan,"Domba Selandia Baru impor beku komposit dari potongan ritel yang dipangkas lemak dan lemak yang dapat dipisah dipangkas hingga 1/8"" lemak dimasak","54,80","270,00","25,26","17,98","1,40",,,,"15,00","2,08","19,00","211,00","161,00","46,00","3,61","0,10","0,02","2,00",,"0,11","0,41","7,31","0,53","0,11","1,00",,"2,71",,,,,,,,,,,,,"8,76","6,96","0,88","106,00",USDA
2755,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor beku komposit dari potongan ritel lemak terpisah dimasak,"26,12","586,00","9,72","60,39","0,71",,,,"27,00","1,39","11,00","135,00","87,00","35,00","1,17","0,06","0,00","1,80",,"0,08","0,18","8,03","0,59","0,03","3,00",,"2,42",,,,,,,,,"0,04",,,,"31,51","23,15","2,52","109,00",USDA
2756,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor beku komposit potongan ritel yang dipotong hanya lean yang dapat dipisahkan dimasak,"59,95","206,00","29,59","8,86","1,60",,,,"13,00","2,35","22,00","246,00","188,00","50,00","4,30","0,11","0,03","2,00",,"0,13","0,50","7,68","0,58","0,14",,,"2,95",,,,,,,,,"0,19",,,,"3,86","3,48","0,52","109,00",USDA
2757,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor beku pinggang hanya bersandar terpisah dimasak dipanggang,"60,86","199,00","29,31","8,24","1,55",,,,"21,00","2,34","22,00","240,00","189,00","55,00","3,29","0,13","0,03","2,00",,"0,13","0,43","7,89","0,46","0,14",,,"2,58",,,,,,,,,"0,16",,,,"3,58","3,22","0,47","114,00",USDA
2758,Daging Merah dan Hasil Buruan,"Domba Selandia Baru impor beku pinggang lemak dan lemak terpisah dipangkas menjadi 1/8"" lemak dimasak dipanggang","52,17","296,00","24,41","21,28","1,34",,,,"23,00","2,10","20,00","213,00","164,00","50,00","2,76","0,11","0,02","2,10",,"0,12","0,37","7,92","0,49","0,11","1,00",,"2,54",,,,,,,,,,,,,"10,56","8,20","0,99","113,00",USDA
2759,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor beku pinggang terpisah lemak dan lemak dimasak dipanggang,"50,44","315,00","23,43","23,88","1,30",,,,"23,00","2,05","19,00","208,00","159,00","49,00","2,65","0,11","0,02","2,00",,"0,12","0,36","7,93","0,50","0,11","1,00","95,00","2,53",,,,,,,,,"0,13","0,10","2,00","4,90","11,96","9,20","1,09","112,00",USDA
2760,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor belakang betis hanya dapat dipisah dimasak direbus,"60,93","196,00","32,50","7,37","1,10",,,,"8,00","2,12","23,00","180,00","258,00","72,00","5,41","0,16","0,01","9,20",,"0,03","0,24","4,45","0,20","0,10",,,"1,60","8,00","2,00","2,00",,,,,,"0,52",,"2,00",,"2,36","2,17","0,50","115,00",USDA
2761,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor betis belakang dapat dipisahkan lemak dan lemaknya dimasak direbus,"56,87","247,00","29,59","14,22","1,00","0,04",,,"8,00","1,99","21,00","170,00","249,00","69,00","4,95","0,14","0,01","8,40",,"0,04","0,22","4,13","0,20","0,10",,,"1,50","26,00","8,00","8,00",,,,,,"0,57","0,10","2,00",,"5,41","4,06","0,69","111,00",USDA
2762,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor cincang / steak tulangdalam hanya bisa dipisahkan dimasak digoreng cepat,"67,56","162,00","26,31","6,35","1,26",,,,"10,00","2,03","27,00","223,00","373,00","67,00","3,93","0,16","0,01","3,70",,"0,14","0,15","6,39","0,73","0,17",,,"2,25","6,00","2,00","2,00",,,,,,"0,20",,"1,00",,"1,90","1,64","0,40","78,00",USDA
2763,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor Dada hanya dapat dipisahkan tanpa lemak dimasak direbus,"54,77","270,00","28,16","17,53","0,75",,,,"25,00","1,89","20,00","152,00","183,00","86,00","4,80","0,14","0,00","6,40",,"0,03","0,13","3,65","0,41","0,09",,,"1,44","16,00","5,00","5,00",,,,,,"0,39",,"1,00",,"6,00","4,32","0,78","102,00",USDA
2764,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor dikepakkan tanpa tulang dapat dipisahkan lemak dan lemaknya dimasak direbus,"47,82","376,00","20,48","32,63","0,52","0,14",,,"8,00","1,11","15,00","122,00","182,00","51,00","3,20","0,07","0,00","5,90",,"0,05","0,12","2,74","0,28","0,08",,,"1,25","80,00","24,00","24,00",,,,,,"0,57","0,10","3,00",,"13,53","8,81","1,19","76,00",USDA
2765,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor dikepakkan tanpa tulang hanya dapat dipisahkan tanpa lemak dimasak direbus,"60,09","234,00","27,88","13,60","0,69",,,,"9,00","1,21","18,00","137,00","186,00","54,00","4,21","0,10","0,00","7,80",,"0,01","0,15","3,34","0,33","0,09",,,"1,53","32,00","10,00","10,00",,,,,,"0,34",,"1,00",,"5,06","3,42","0,63","78,00",USDA
2766,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor domba giling dimasak direbus,"66,59","192,00","22,60","11,34","1,38",,,,"4,00","1,27","15,00","122,00","162,00","34,00","3,38","0,10","0,00","6,80",,"0,02","0,15","3,31","0,10","0,13",,,"0,96","27,00","8,00","8,00",,,,,,"0,40",,"2,00",,"4,38","2,77","0,49","71,00",USDA
2767,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor gemuk tanpa tulang hanya bersandar terpisah dimasak dipanggang cepat,"70,59","142,00","23,69","5,27","1,20",,,,"4,00","1,73","25,00","205,00","339,00","61,00","3,24","0,16","0,01","6,00",,"0,14","0,19","3,57","0,87","0,18",,,"2,06","17,00","5,00","5,00",,,,,,"0,33",,"1,00",,"1,77","1,30","0,34","74,00",USDA
2768,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor ginjal dimasak direndam dan digoreng,"75,07","112,00","19,78","3,56","1,41","0,18",,,"9,00","14,70","19,00","312,00","271,00","199,00","2,36","0,42","0,11","105,00",,"0,46","1,53","9,06","4,56","0,23",,,"55,56","284,00","85,00","85,00",,,,,,"0,57","0,20","8,00",,"0,92","0,45","0,83","508,00",USDA
2769,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor hati dimasak direndam dan digoreng,"64,60","168,00","25,80","6,56","1,56","1,48",,,"5,00","5,40","21,00","459,00","287,00","59,00","5,10","13,40","0,37","19,00",,"1,57","5,27","12,80","5,22","0,19",,,"57,50","66.240,00","19.872,00","19.872,00",,,,,,"1,12",,,,"1,96","1,01","1,15","566,00",USDA
2770,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor jantung dimasak direndam dan direbus,"66,65","161,00","26,26","6,21","0,94",,,,"5,00","4,94","22,00","237,00","187,00","67,00","2,66","0,64","0,03","20,30",,"0,23","0,84","4,23","1,83","0,13",,,"9,18","12,00","4,00","4,00",,,,,,"0,63","0,10","2,00",,"2,00","1,01","0,93","186,00",USDA
2771,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor kaki bertulang terowongan gemuk langsing hanya bersandar terpisah dimasak dipanggang perlahan,"68,14","159,00","25,29","6,44","1,17",,,,"4,00","1,71","26,00","213,00","369,00","62,00","3,69","0,16","0,01","4,60",,"0,11","0,25","5,89","0,82","0,28",,,"1,58","8,00","2,00","2,00",,,,,,"0,33",,,,"2,04","1,84","0,41","79,00",USDA
2772,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor kaki bertulang terowongan gemuk langsing lemak dan lemak yang terpisah dimasak dipanggang perlahan,"63,79","208,00","23,41","12,68","1,08","0,03",,,"4,00","1,64","24,00","201,00","349,00","61,00","3,45","0,14","0,01","4,40",,"0,11","0,23","5,46","0,76","0,25",,,"1,49","24,00","7,00","7,00",,,,,,"0,40",,"1,00",,"4,79","3,57","0,59","79,00",USDA
2773,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor kakidepan lemak tanpa lemak yang dapat dipisahkan dimasak direbus,"55,58","256,00","30,35","14,99","0,89","0,03",,,"11,00","2,11","21,00","165,00","250,00","74,00","6,45","0,13","0,01","9,10",,"0,05","0,14","3,83","0,46","0,08",,,"1,28","27,00","8,00","8,00",,,,,,"0,49","0,10","2,00",,"5,56","4,12","0,70","110,00",USDA
2774,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor lemak intermuskular dimasak,"29,57","596,00","8,53","62,44","0,40",,,,"6,00","1,39","12,00","118,00","198,00","52,00","1,77","0,04","0,01","2,30",,"0,13","0,10","1,74","0,21","0,07",,,"0,70","113,00","34,00","34,00",,,,,,"0,94","0,20","9,00",,"26,33","17,84","2,11","82,00",USDA
2775,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor lemak subkutan dimasak,"21,77","674,00","5,24","72,28","0,09","0,62",,,"6,00","0,70","9,00","84,00","164,00","43,00","1,03","0,03","0,01","2,10",,"0,09","0,06","1,53","0,16","0,06",,,"0,70","201,00","60,00","60,00",,,,,,"1,02","0,10","4,00",,"31,44","19,74","2,31","66,00",USDA
2776,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor otak dimasak direndam dan digoreng,"73,11","154,00","14,03","10,92","3,39",,,,"6,00","1,21","15,00","384,00","258,00","101,00","1,33","0,28","0,04","16,30",,"0,08","0,22","3,00","1,91","0,08",,,"9,54","8,00","2,00","2,00",,,,,,"1,12",,,,"1,37","4,17","1,00","2.559,00",USDA
2777,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor pelana pinggang hanya dapat dipisahkan tanpa lemak dimasak dipanggang dengan cepat,"68,30","162,00","25,53","6,70","1,10",,,,"8,00","1,60","24,00","205,00","345,00","76,00","3,01","0,14","0,01","4,00",,"0,12","0,22","6,44","0,51","0,21",,,"1,63","16,00","5,00","5,00",,,,,,"0,28",,"1,00",,"2,51","1,75","0,38","78,00",USDA
2778,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor pelana pinggang lemak dan lemak yang dapat dipisahkan dimasak dipanggang cepat,"58,22","274,00","21,13","20,98","0,89","0,10",,,"7,00","1,44","21,00","179,00","306,00","69,00","2,61","0,11","0,01","3,60",,"0,12","0,19","5,33","0,44","0,17",,,"1,42","52,00","16,00","16,00",,,,,,"0,44","0,10","2,00",,"8,76","5,72","0,81","76,00",USDA
2779,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor pinggang tanpa tulang dapat dipisahkan lemak dan lemak dimasak dipanggang cepat,"66,64","157,00","28,96","4,57","1,30",,,,"6,00","2,05","28,00","234,00","355,00","57,00","2,69","0,17","0,01","5,50",,"0,06","0,19","7,13","0,78","0,21",,,"1,39","3,00","1,00","1,00",,,,,,"0,34",,"1,00",,"1,61","1,26","0,35","86,00",USDA
2780,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor pinggang tanpa tulang hanya dapat dipisahkan tanpa lemak dimasak dipanggang dengan cepat,"66,69","156,00","28,99","4,49","1,30",,,,"6,00","2,05","28,00","234,00","355,00","57,00","2,70","0,17","0,01","5,50",,"0,06","0,19","7,13","0,79","0,21",,,"1,39","3,00","1,00","1,00",,,,,,"0,34",,"1,00",,"1,58","1,23","0,35","86,00",USDA
2781,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor potongan daging hanya bisa dipisahkan tanpa lemak dimasak direbus,"54,64","264,00","31,40","15,36","1,11",,,,"58,00","2,28","22,00","194,00","289,00","97,00","5,72","0,12","0,01","7,80",,"0,03","0,14","4,15","0,42","0,08",,,"2,00","28,00","8,00","8,00",,,,,,"0,57",,"1,00",,"6,09","4,21","0,67","121,00",USDA
2782,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor potongan lidah dimasak direndam dan direbus,"58,74","272,00","17,51","22,04","0,84","0,86",,,"6,00","1,74","15,00","143,00","132,00","52,00","2,07","0,20","0,02","9,10",,"0,04","0,34","2,27","0,58","0,08",,,"5,22","5,00","1,00","1,00",,,,,,"0,16","0,30","12,00",,"7,34","7,76","1,26","126,00",USDA
2783,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor potongan pinggang hanya bisa dipisahkan tanpa lemak dimasak digoreng cepat,"60,21","208,00","27,43","10,70","1,25","0,41",,,"42,00","1,88","27,00","233,00","367,00","84,00","3,48","0,15","0,01","7,30",,"0,10","0,22","6,65","0,81","0,19",,,"1,84","20,00","6,00","6,00",,,,,,"0,37","0,10","2,00",,"4,04","2,75","0,54","85,00",USDA
2784,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor rak  sebagian Prancis dapat dipisahkan lemak dan lemak dimasak dipanggang cepat,"59,66","253,00","22,06","18,29","0,98","0,04",,,"20,00","1,57","22,00","195,00","304,00","69,00","2,69","0,11","0,01","4,00",,"0,07","0,19","6,02","0,37","0,16",,"82,00","1,17","33,00","10,00","10,00",,,,,,"0,45",,"2,00","3,10","7,07","4,79","0,73","76,00",USDA
2785,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor rak  sebagian Prancis hanya bersandar terpisah dimasak dipanggang cepat,"64,96","193,00","24,43","10,63","1,09",,,,"22,00","1,65","24,00","209,00","323,00","72,00","2,89","0,12","0,01","4,30",,"0,06","0,20","6,71","0,39","0,17",,"94,00","1,24","14,00","4,00","4,00",,,,,,"0,37",,"1,00","3,50","3,66","2,60","0,50","76,00",USDA
2786,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor rak  sepenuhnya Prancis dapat dipisahkan lemak dan lemak dimasak dipanggang cepat,"64,76","195,00","23,56","11,20","1,09","0,01",,,"11,00","1,74","23,00","195,00","323,00","67,00","2,52","0,12","0,01","4,30",,"0,06","0,20","6,04","0,62","0,28",,,"1,28","17,00","5,00","5,00",,,,,,"0,33","0,10","6,00",,"4,41","3,19","0,52","72,00",USDA
2787,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor rak  sepenuhnya Prancis hanya dapat dipisah tanpa lemak dimasak dipanggang cepat,"66,70","173,00","24,39","8,38","1,13",,,,"11,00","1,76","24,00","200,00","330,00","67,00","2,56","0,13","0,01","4,40",,"0,06","0,21","6,27","0,64","0,29",,,"1,31","11,00","3,00","3,00",,,,,,"0,29","0,10","5,00",,"3,20","2,40","0,43","72,00",USDA
2788,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor roti manis dimasak direndam dan direbus,"72,60","144,00","21,13","6,61","2,58",,,,"6,00","1,06","25,00","550,00","354,00","52,00","1,93","0,08","0,02","14,90",,"0,08","0,10","1,38","0,73",,,,"2,50","28,00","8,00","8,00",,,,,,"1,13","0,20","6,00",,"2,34","1,85","0,39","462,00",USDA
2789,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor tenderloin dapat dipisahkan lemak dan lemaknya dimasak digoreng cepat,"66,31","157,00","27,87","5,00","1,44",,,,"5,00","2,11","31,00","268,00","432,00","59,00","2,80","0,18","0,02","6,50",,"0,10","0,30","9,07","1,06","0,28",,,"2,41","5,00","2,00","2,00",,,,,,"0,55",,"1,00",,"1,88","1,49","0,45","94,00",USDA
2790,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor tenderloin hanya dapat dipisahkan tanpa lemak dimasak digoreng cepat,"66,43","155,00","27,94","4,81","1,44",,,,"5,00","2,12","31,00","268,00","433,00","59,00","2,81","0,18","0,02","6,50",,"0,10","0,30","9,10","1,06","0,28",,,"2,41","5,00","2,00","2,00",,,,,,"0,55",,"1,00",,"1,80","1,43","0,45","94,00",USDA
2791,Daging Merah dan Hasil Buruan,Domba Selandia Baru impor testis dimasak direndam dan digoreng,"73,96","125,00","21,01","4,56","1,50",,,,"8,00","1,69","16,00","302,00","265,00","118,00","2,12","0,13","0,04","53,00",,"0,31","0,31","2,22","0,77","0,04",,,"8,88","72,00","22,00","22,00",,,,,,"0,85",,"1,00",,"1,46","0,73","1,02","523,00",USDA
2792,Daging Merah dan Hasil Buruan,Extender daging,"7,48","311,00","41,71","2,97","13,13","34,71","17,50",,"204,00","11,99","216,00","639,00","1.902,00","10,00","2,21","0,30","0,27","7,40",,"0,70","0,89","22,02","1,49","1,34","198,00",,"6,00","32,00","2,00",,,,,,,,,,,"0,42","0,65","1,66",,USDA
2793,Ikan dan Kerang,Crustaceans kepiting biru dimasak panas lembab,"79,69","83,00","17,88","0,74","1,96",,,,"91,00","0,50","36,00","234,00","259,00","395,00","3,81","0,81","0,07","42,90","3,30","0,02","0,09","2,75","1,00","0,16","51,00","81,00","3,33","2,00","1,00","1,00",,,,,,"1,84",,,"0,30","0,20","0,13","0,26","97,00",USDA
2794,Ikan dan Kerang,Crustaceans kepiting biru kalengan,"79,69","83,00","17,88","0,74","1,96",,,,"91,00","0,50","36,00","234,00","259,00","563,00","3,81","0,81","0,07","42,90","3,30","0,02","0,09","2,75","1,00","0,16","51,00","81,00","3,33","2,00","1,00","1,00",,,,,,"1,84",,,"0,30","0,20","0,13","0,26","97,00",USDA
2795,Ikan dan Kerang,Crustaceans kepiting biru kue kepiting resep rumah,"71,00","155,00","20,21","7,52","2,10","0,48",,,"105,00","1,08","33,00","213,00","324,00","330,00","4,09","0,61","0,19","40,70","2,80","0,09","0,08","2,90","0,50","0,17","53,00",,"5,94","252,00","57,00","53,00",,,,,,,,,,"1,48","2,82","2,27","150,00",USDA
2796,Ikan dan Kerang,Crustaceans kepiting kepunahan dimasak panas lembab,"73,31","110,00","22,32","1,24","2,18","0,95",,,"59,00","0,43","58,00","175,00","408,00","378,00","5,47","0,73","0,10","47,60","3,60","0,06","0,20","3,62","0,40","0,17","42,00",,"10,38","104,00","31,00","31,00",,,,,,,,,,"0,17","0,21","0,41","76,00",USDA
2797,Ikan dan Kerang,Crustaceans kepiting raja alaska dimasak panas lembab,"77,55","97,00","19,35","1,54","1,85",,,,"59,00","0,76","63,00","280,00","262,00","1.072,00","7,62","1,18","0,04","40,00","7,60","0,05","0,06","1,34","0,40","0,18","51,00",,"11,50","29,00","9,00","9,00",,,,,,,,,,"0,13","0,19","0,54","53,00",USDA
2798,Ikan dan Kerang,Crustaceans kepiting raja alaska imitasi terbuat dari surimi,"74,66","95,00","7,62","0,46","2,26","15,00","0,50","6,25","13,00","0,39","43,00","282,00","90,00","529,00","0,33","0,03","0,01","22,30",,"0,03","0,08","0,62",,"0,13",,"13,00","0,57",,,,,,,,,"0,17",,,"0,40","0,22","0,28","0,14","20,00",USDA
2799,Ikan dan Kerang,Crustaceans kepiting ratu dimasak panas lembab,"75,10","115,00","23,72","1,51","2,56",,,,"33,00","2,88","63,00","128,00","200,00","691,00","3,59","0,62","0,04","44,40","7,20","0,10","0,24","2,89","0,40","0,17","42,00",,"10,38","173,00","52,00","52,00",,,,,,,,,,"0,18","0,33","0,54","71,00",USDA
2800,Ikan dan Kerang,Crustaceans lobster berduri spesies campuran dimasak panas lembab,"66,76","143,00","26,41","1,94","1,78","3,12",,,"63,00","1,41","51,00","229,00","208,00","227,00","7,27","0,42","0,02","59,20","2,10","0,01","0,06","4,90","0,40","0,17","1,00",,"4,04","20,00","6,00","6,00",,,,,,,,,,"0,30","0,35","0,76","90,00",USDA
2801,Ikan dan Kerang,Crustaceans lobster utara dimasak panas lembab,"78,11","89,00","19,00","0,86","2,14",,,,"96,00","0,29","43,00","185,00","230,00","486,00","4,05","1,55","0,07","73,10",,"0,02","0,02","1,83","1,67","0,12","11,00","81,00","1,43","4,00","1,00","1,00",,,,,,"1,00",,"1,00",,"0,21","0,25","0,34","146,00",USDA
2802,Ikan dan Kerang,Crustaceans udang karang spesies campuran bertani dimasak panas lembab,"80,80","87,00","17,52","1,30","1,07",,,,"51,00","1,11","33,00","241,00","238,00","97,00","1,48","0,58","0,22","34,20","0,50","0,05","0,08","1,67","0,51","0,13","11,00",,"3,10","50,00","15,00","15,00",,,,,,,,,,"0,22","0,25","0,41","137,00",USDA
2803,Ikan dan Kerang,Crustaceans udang karang spesies campuran liar dimasak panas lembab,"79,37","82,00","16,77","1,20","1,20",,,,"60,00","0,83","33,00","270,00","296,00","94,00","1,76","0,69","0,52","36,70","0,90","0,05","0,09","2,28","0,58","0,08","44,00","81,00","2,15","50,00","15,00","15,00",,,,,,"1,50",,,"0,10","0,18","0,24","0,37","133,00",USDA
2804,Ikan dan Kerang,Crustaceans udang dimasak (sebelumnya tidak beku),"74,33","99,00","23,98","0,28","1,22","0,20",,,"70,00","0,51","39,00","237,00","259,00","111,00","1,64","0,38","0,03",,,,,,,,,,,,,,,,,,,,,,,"0,06","0,05","0,08","189,00",USDA
2805,Ikan dan Kerang,Crustaceans udang spesies campuran dimasak dilapisi tepung roti dan digoreng,"52,86","242,00","21,39","12,28","1,99","11,47","0,40","0,80","67,00","1,26","40,00","218,00","225,00","344,00","1,38","0,27","0,10","41,70","1,50","0,13","0,14","3,07","0,35","0,10","33,00","91,00","1,87","189,00","56,00",,,,,,,"1,30","0,10","5,00","1,00","2,09","3,81","5,09","138,00",USDA
2806,Ikan dan Kerang,Crustaceans udang spesies campuran dimasak panas lembab (mungkin sebelumnya beku),"71,56","119,00","22,78","1,70","3,11","1,52",,,"91,00","0,32","37,00","306,00","170,00","947,00","1,63","0,26","0,05","49,50",,"0,03","0,02","2,68","0,52","0,24","24,00","135,00","1,66","301,00","90,00","90,00",,,,,,"2,20","0,10","4,00","0,40","0,52","0,36","0,59","211,00",USDA
