FoodID,FoodGroups,FoodName,Air,Energi,Protein,Lemak,Abu,Karbohidrat,Serat,GulaTotal,Kalsium,Besi,Magnesium,Fosfor,Kalium,Natrium,Seng,Tembaga,Mangan,Selenium,VitaminC,Tiamina,Riboflavin,Niasin,Pantotenat,VitaminB6,FolatTotal,Kolina,VitaminB12,VitaminA-IU,VitaminA-RAE,Retinol,AlphaKaroten,BetaKaroten,BetaKriptosantin,Likopen,ZeaksantinLutein,VitaminE,VitaminD,VitaminD-IU,VitaminK,LemakJenuh,LemakTunggal,LemakGanda,Kolesterol,Source
3574,Makanan Pembuka dan Lauk,Steak Salisbury dengan saus beku,"74,19",149,"6,98","10,47","1,58","6,78",1,"0,26",47,"0,95",17,127,144,509,"0,75","0,083","0,174","7,5",,"0,059","0,118","1,32","0,203","0,131",13,47,"0,41",5,2,2,,,,,,"0,23",,1,"1,7","3,982","4,798","1,483",33,USDA
3575,Makanan Pembuka dan Lauk,Sup daging sapi hidangan kaleng,"80,78",99,"4,41","5,53","1,43","7,85","0,9","1,76",12,"2,48",8,42,163,388,1,"0,141","0,059","4,7","0,7","0,073","0,053","1,096","0,12","0,087",14,16,"0,5",223,11,,53,106,3,28,4,"0,27",,,"6,2","2,185","2,543","0,251",13,USDA
3576,Makanan Pembuka dan Lauk,Swanson Ayam dan Pangsit,"80,8",93,"4,45","4,05","0,98","9,72","0,8","0,81",16,"0,29",,,,401,,,,,,,,,,,,,,202,,,,,,,,,,,,"1,822",,,14,USDA
3577,Makanan Pembuka dan Lauk,Swanson Chicken A La King,"80,1",71,"4,7","4,03","7,15","4,03","0,7","0,67",,,,,,460,,,,,,,,,,,,,,252,,,,,,,,,,,,"1,174",,,7,USDA
3578,Makanan Pembuka dan Lauk,Taquitos beku ayam dan keju dipanaskan dengan oven,"42,74",284,"9,21","12,54","1,88","33,63","2,9","1,3",104,"2,47",24,132,155,453,"0,71","0,1","0,387","16,7",,"0,331","0,277","3,85","0,481","0,14",68,16,"0,18",206,30,23,1,63,26,133,111,"1,13","0,1",3,"16,9","2,31","4,835","4,235",13,USDA
3579,Makanan Pembuka dan Lauk,Taquitos beku daging sapi dan keju dipanaskan dengan oven,"42,45",287,"9,4","12,79","1,89","33,46","2,8","1,66",97,"2,67",24,137,174,456,"1,05","0,102","0,362","15,4",,"0,331","0,309","3,537","0,342","0,179",68,19,"0,28",284,35,25,1,103,36,413,119,"1,25",,1,22,"2,621","5,127","4,187",11,USDA
3580,Makanan Pembuka dan Lauk,Tender ayam dilapisi tepung roti dibekukan disiapkan,"54,83",240,"14,62","13,58","2,11","14,86","1,7","0,57",39,"0,84",29,200,281,527,"0,61","0,085","0,31","19,3","0,5","0,132","0,064","5,917","0,647","0,338",28,46,"0,18",40,7,5,,9,7,,44,"2,22","0,1",3,"17,7","2,437","4,081","6,235",36,USDA
3581,Makanan Pembuka dan Lauk,Tortellini pasta dengan isi keju segar seperti yang dibeli,"30,5",307,"13,5","7,23","1,77",47,"1,9","0,95",152,"1,5",21,212,89,406,"1,02","0,08",,"23,9",,"0,313","0,31","2,696",,"0,043",74,5,"0,16",143,38,37,,11,1,,32,"0,16",,,"1,3","3,6","2,066","0,461",42,USDA
3582,Minuman,Air Botol NonKarbonasi Calistoga,100,,,,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3583,Minuman,Air Botol NonKarbonasi Dannon,"99,98",,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3584,Minuman,Air Botol NonKarbonasi Dannon Fluoride To Go,"99,97",,,,,"0,03",,,3,"0,01",1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3585,Minuman,Air Botol NonKarbonasi Naya,100,,,,"0,1",,,,4,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3586,Minuman,Air Botol NonKarbonasi Pepsi Aquafina,"99,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3587,Minuman,Air Botol Perrier,"99,9",,,,"0,1",,,,14,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3588,Minuman,Air Botol Polandia Spring,100,,,,,,,,1,"0,01",1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3589,Minuman,Air Botol Tidak Berkarbonasi Crystal Geyser,100,,,,"0,1",,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3590,Minuman,Air Botol Tidak Berkarbonasi Evian,"99,97",,,,"0,05",,,,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3591,Minuman,Air botolan generik,"99,98",,,,"0,07",,,,10,,2,,,2,,"0,007",,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3592,Minuman,Air dengan sirup jagung dan / atau gula dan pemanis rendah kalori rasa buah,"94,44",18,,,1,"4,5",,"4,5",17,,3,,,8,"0,32","0,007",,,"12,7",,,"0,844",,"0,084",8,,"0,25",106,32,32,,,,,,"1,9",,,,,,,,USDA
3593,Minuman,Air keran baik,"99,9",,,,"0,1",,,,3,,1,,,5,"0,01","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3594,Minuman,Air keran kota,"99,9",,,,"0,1",,,,3,,1,,1,3,,"0,009",,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3595,Minuman,Air keran minum,"99,9",,,,"0,1",,,,3,,1,,,4,"0,01","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3596,Minuman,Air nonkarbonasi botol rasa buah alami dipermanis dengan pemanis rendah kalori,"99,85",1,,,"0,02","0,13",,,1,,,,4,14,,,"0,003",,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3597,Minuman,Campuran asam wiski botol dengan tambahan kalium dan natrium,"78,2",84,"0,1","0,1","0,2","21,4",,,2,"0,11",1,6,7,33,"0,07",,,"0,1","2,7","0,013","0,01",,"0,013",,,,,21,1,,,,,,,,,,,"0,008","0,002","0,02",,USDA
3598,Minuman,Campuran cokelat cokelat cokelat campuran cokelat panas,"3,73",400,3,15,"3,27",75,4,60,100,"1,8",,,,850,,,,,,,,,,,,,,11,,,,,,,,,,,,10,,,,USDA
3599,Minuman,Campuran cokelat nestle cokelat panas campuran cokelat kaya dengan marshmallow,"4,18",400,"2,8",15,"3,02",75,"3,7",65,80,"1,8",,,,800,,,,,,,,,,,,,,10,,,,,,,,,,,,15,,,,USDA
3600,Minuman,Campuran kakao bubuk,"1,5",398,"6,67",4,"4,1","83,73","3,7","65,55",133,"1,19",83,315,712,504,"1,46","0,286","0,269",5,"0,2","0,096","0,565","0,586","0,893","0,114",6,33,"0,35",4,1,1,,,,,5,"0,19",,,"0,9","2,377","1,325","0,114",,USDA
3601,Minuman,Campuran kakao bubuk disajikan dengan air,"86,34",55,"0,92","0,55","0,65","11,54","0,5","9,03",21,"0,17",12,43,99,73,"0,21","0,048","0,037","0,7",,"0,013","0,078","0,081","0,123","0,016",1,5,"0,05",1,,,,,,,1,"0,03",,,"0,1","0,328","0,183","0,016",,USDA
3602,Minuman,Campuran kakao dengan aspartam bubuk disiapkan dengan air,"92,38",29,"1,21","0,23","0,57","5,61","0,6","2,93",48,"0,39",17,70,211,72,"0,27","0,066","0,052","1,3",,"0,021","0,109","0,085","0,298","0,025",1,,"0,09",1,,,,,,,1,,,,"0,1","0,139","0,076","0,007",,USDA
3603,Minuman,Campuran kakao dengan aspt rendah kalori bubuk dengan menambahkan kalsium fosfor tanpa menambahkan natrium atau vitamin A,"3,4",359,"25,1",3,"10,5",58,"1,1","55,58",1.440,"4,96",208,1.630,2.702,653,"3,44","0,73","0,665",24,,"0,267","1,4","1,084","3,826","0,318",27,176,"2,78",1.600,479,479,,1,,,,"0,21",,,"4,2","1,777","0,979","0,088",11,USDA
3604,Minuman,Campuran minuman malt coklat bubuk,"1,3",411,"5,1","4,76","1,9","86,94","4,8","66,67",60,"2,28",70,175,618,190,"0,8","0,2",,"6,9","1,5","0,173","0,2","2,003","0,316","0,156",37,27,"0,42",117,33,32,,5,,,2,"0,17",,,"2,5","2,381","1,167","0,669",1,USDA
3605,Minuman,Campuran minuman rasa cokelat dengan tambahan nutrisi disajikan dengan susu murni,"80,93",89,"3,27","3,17","0,77","11,87","0,4","11,59",141,"0,03",14,84,144,50,"0,91","0,098","0,062","3,5","2,3","0,043","0,159","0,098","0,342","0,108",5,13,"0,41",148,42,41,,6,,,,"0,07","1,2",47,"0,3","1,899","0,745","0,178",10,USDA
3606,Minuman,Campuran minuman rasa cokelat untuk susu bubuk dengan tambahan nutrisi,"1,1",400,"4,55","2,27","1,8","90,28","4,5","81,82",455,,53,86,280,136,"6,82","0,909","0,707","1,9","27,3","0,009","0,056","0,199",,"0,909",4,3,,2,,,,,,,,"0,04",,,"0,9","2,273",,,,USDA
3607,Minuman,Campuran minuman rasa cokelat bubuk disajikan dengan susu murni,"80,79",85,"3,23","3,24","0,78","11,91","0,4",,95,"0,3",18,88,172,58,"0,48","0,082","0,064","3,6","0,1","0,043","0,18","0,142","0,336","0,034",5,,"0,4",93,26,26,,5,,,,"0,06",,,"0,3","1,86","0,829","0,186",9,USDA
3608,Minuman,Campuran minuman rasa strawberry bubuk,"0,4",389,"0,1","0,2","0,2","99,1",,"95,45",4,"0,44",1,5,6,38,,,,"0,5","0,3","0,003","0,11","0,073","0,001","0,002",,"0,1",,,,,,,,,,,,,,,,,,USDA
3609,Minuman,Campuran minuman rasa stroberi bubuk disajikan dengan susu murni,"80,9",88,3,"3,1","0,7","12,3",,,110,"0,08",12,86,139,48,"0,35","0,009","0,002","1,8","0,9","0,035","0,158","0,083","0,288","0,039",5,,"0,33",116,26,26,,,,,,,,,,"1,91","0,886","0,114",12,USDA
3610,Minuman,Campuran minuman susu cokelat pengurangan kalori dengan aspartam bubuk disiapkan dengan air dan es,"92,26",29,"2,19","0,23","0,81","4,51","0,8","2,89",127,"0,68",19,78,197,61,"0,32","0,079","0,064","1,9","0,5","0,01","0,17","0,11","0,188","0,01",3,,"0,18",61,18,18,,,,,1,,,,"0,1","0,164","0,043","0,005",2,USDA
3611,Minuman,Campuran Minuman Oats Quaker Gatorade Rasa Jeruk Bubuk,"2,51",388,,"1,23","2,15","94,11",,"80,5",40,"0,34",1,120,30,63,"0,06","0,25","0,05",,"0,4","0,011","0,802","0,22","0,055","0,022",,,,,,,,,,,,,,,,,,,,USDA
3612,Minuman,Chamomile teh ramuan campuran diseduh,"99,7",1,,,,"0,2",,,2,"0,08",1,,9,1,"0,04","0,015","0,044",,,"0,01","0,004",,"0,011",,1,"0,4",,,,,,,,,,,,,,"0,002","0,001","0,005",,USDA
3613,Minuman,Chamomile teh ramuan diseduh,"99,7",1,,,"0,01","0,2",,,2,"0,08",1,,9,1,"0,04","0,015","0,044",,,"0,01","0,004",,"0,011",,1,,,20,1,,,12,,,,,,,,"0,002","0,001","0,005",,USDA
3614,Minuman,Jeruk nipis konsentrat beku disiapkan dengan air,"86,08",52,,,"0,13","13,79",,"13,27",2,,2,1,10,3,"0,01","0,016","0,001","0,1","3,1","0,002","0,003","0,009","0,012","0,004",1,1,,,,,,,,,,,,,,,,,,USDA
3615,Minuman,Kocok Makanan cepat saji stroberi,"74,1",113,"3,4","2,8","0,9","18,9","0,4",,113,"0,11",13,100,182,83,"0,36","0,022","0,015","2,1","0,8","0,045","0,195","0,175","0,492","0,044",3,,"0,31",120,26,26,,,,,,,,,,"1,734",,,11,USDA
3616,Minuman,Kocok Makanan cepat saji vanila,"69,65",148,"3,37","6,52","0,86","19,59","0,9","13,63",115,"0,46",13,98,166,81,"0,57","0,103","0,035","3,2",,"0,026","0,66","0,213","0,562","0,06",,27,"0,22",304,91,91,,,,,,"0,25",,,"0,4","3,962","1,785","0,316",23,USDA
3617,Minuman,Koktail jus cranberry botol,"86,17",54,,"0,1","0,2","13,52",,"11,87",3,"0,1",1,1,14,2,"0,03","0,01","0,048","0,2","42,3",,,"0,041","0,052",,,1,,8,,,,5,,,13,"0,22",,,1,"0,009","0,019","0,059",,USDA
3618,Minuman,Koktail jus cranberry botol rendah kalori dengan kalsium sakarin dan pemanis jagung,"95,2",19,"0,02","0,01","0,18","4,6",,"4,59",9,"0,04",2,1,25,3,"0,02","0,01","0,006",,"32,2",,"0,002","0,004","0,001","0,002",,"0,4",,2,,,,1,,,3,"0,05",,,"0,2",,,,,USDA
3619,Minuman,Koktail jus cranberry konsentrat beku,"48,4",201,"0,05",,"0,1","51,45","0,2","42,5",11,"0,3",5,5,49,4,"0,07","0,02","0,14",,"45,8","0,023","0,032","0,04","0,487","0,049",,,,34,2,,,,,,,,,,,,,,,USDA
3620,Minuman,Koktail jus cranberry konsentrat beku disiapkan dengan air,"88,08",47,"0,01",,"0,1","11,81",,"9,76",5,"0,07",2,1,12,4,"0,02","0,012","0,032",,"10,5","0,005","0,007","0,009","0,112","0,011",,,,8,,,,,,,,,,,,,,,,USDA
3621,Minuman,Kopi diseduh disiapkan dengan air ledeng,"99,39",1,"0,12","0,02","0,35",,,,2,"0,01",3,3,49,2,"0,02","0,002","0,023",,,"0,014","0,076","0,191","0,254","0,001",2,3,,,,,,,,,,"0,01",,,"0,1","0,002","0,015","0,001",,USDA
3622,Minuman,Limun bubuk disiapkan dengan air,"96,26",14,,"0,04","0,11","3,59",,"3,5",4,"0,01",10,,6,6,"0,01","0,011","0,001",,"1,5","0,001",,"0,005","0,002","0,001",,,,,,,,,,,,"0,01",,,,,,,,USDA
3623,Minuman,Limun konsentrat beku merah muda,"50,09",192,"0,22","0,69","0,14","48,86","0,3","46,46",8,"0,08",7,7,76,4,"0,03","0,011","0,014",,"14,1","0,017",,"0,12","0,105","0,015",11,2,,,,,,,,,,"0,07",,,"0,1","0,026","0,008","0,059",,USDA
3624,Minuman,Limun konsentrat beku putih,"49,06",196,"0,22","0,7","0,13","49,89","0,3","44,46",7,"0,09",7,7,72,7,"0,04","0,013","0,013","0,4","13,1","0,02",,"0,11","0,115","0,02",7,2,,,,,,,,,4,"0,09",,,"0,2","0,025","0,008","0,059",,USDA
3625,Minuman,Limun konsentrat beku putih disiapkan dengan air,"89,35",40,"0,07","0,04","0,12","10,42",,"9,98",4,"0,16",2,2,15,4,"0,02","0,021","0,005","0,1","3,9","0,006","0,021","0,016","0,013","0,006",1,"0,4",,1,,,,,1,,1,"0,01",,,,"0,006","0,002","0,013",,USDA
3626,Minuman,Minuman Acai berry diperkaya,"84,88",62,"0,83","0,83","0,62","12,83","1,2","11,1",19,"0,16",11,13,130,13,"0,11","0,076","1,66",,"42,1","0,03","0,04","9,06","3,333","1,1",4,,"3,4",9.698,485,,46,5.784,23,899,783,"11,11",,,"16,7",,,,,USDA
3627,Minuman,Minuman anggur dalam kaleng,"84,2",61,,,"0,08","15,72",,"13,06",52,"0,07",1,,12,16,"0,12","0,013","0,027","0,1","31,4","0,001","0,004","0,01","0,003","0,002",,"0,3",,,,,,,,,4,,,,,,,,,USDA
3628,Minuman,Minuman beralkohol anggur cahaya,"92,23",49,"0,07",,"0,13","1,17",,"1,15",9,"0,4",10,15,88,7,"0,08","0,011",,"0,2",,,"0,01","0,1",,"0,02",1,5,,,,,,,,,,,,,,,,,,USDA
3629,Minuman,Minuman beralkohol anggur makanan penutup kering,"72,53",152,"0,2",,"0,3","11,67",,"1,09",8,"0,24",9,9,92,9,"0,07","0,045","0,119","0,5",,"0,018","0,018","0,213","0,032",,,,,,,,,,,,,,,,,,,,,USDA
3630,Minuman,Minuman beralkohol anggur makanan penutup manis,"70,51",160,"0,2",,"0,3","13,69",,"7,78",8,"0,24",9,9,92,9,"0,07","0,045","0,119","0,5",,"0,018","0,018","0,213","0,032",,,5,,,,,,,,,,,,,,,,,,USDA
3631,Minuman,Minuman beralkohol Anggur mawar,"86,4",83,"0,36",,"0,16","3,8",,"3,8",10,"0,2",10,18,59,5,"0,11","0,005","0,131","0,2",,"0,02","0,015","0,09","0,148","0,037",1,,"0,01",,,,,,,,,,,,,,,,,USDA
3632,Minuman,Minuman beralkohol anggur meja merah,"86,49",85,"0,07",,"0,28","2,61",,"0,62",8,"0,46",12,23,127,4,"0,14","0,011","0,132","0,2",,"0,005","0,031","0,224","0,03","0,057",1,6,,2,,,,1,,,6,,,,"0,4",,,,,USDA
3633,Minuman,Minuman Beralkohol anggur meja merah Barbera,"86,29",85,"0,07",,"0,23","2,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3634,Minuman,Minuman Beralkohol anggur meja merah Burgundy,"85,62",86,"0,07",,"0,34","3,69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3635,Minuman,Minuman Beralkohol anggur meja merah Cabernet Franc,"86,59",83,"0,07",,"0,27","2,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3636,Minuman,Minuman Beralkohol anggur meja merah Cabernet Sauvignon,"86,56",83,"0,07",,"0,29","2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3637,Minuman,Minuman Beralkohol anggur meja merah Carignane,"87,88",74,"0,07",,"0,31","2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3638,Minuman,Minuman Beralkohol anggur meja merah Claret,"86,38",83,"0,07",,"0,29","3,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3639,Minuman,Minuman Beralkohol anggur meja merah Gamay,"87,49",78,"0,07",,"0,21","2,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3640,Minuman,Minuman Beralkohol anggur meja merah Lemberger,"87,02",80,"0,07",,"0,25","2,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3641,Minuman,Minuman Beralkohol anggur meja merah Merlot,"86,59",83,"0,07",,"0,27","2,51",,"0,62",8,"0,46",12,23,127,4,"0,14","0,011","0,132","0,2",,"0,005","0,031","0,224","0,03","0,057",1,,,,,,,,,,,,,,,,,,,USDA
3642,Minuman,Minuman Beralkohol anggur meja merah Mouvedre,"85,81",88,"0,07",,"0,29","2,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3643,Minuman,Minuman Beralkohol anggur meja merah Petite Sirah,"86,22",85,"0,07",,"0,31","2,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3644,Minuman,Minuman Beralkohol anggur meja merah Pinot Noir,"86,94",82,"0,07",,"0,25","2,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3645,Minuman,Minuman Beralkohol anggur meja merah Sangiovese,"86,17",86,"0,07",,"0,26","2,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3646,Minuman,Minuman Beralkohol anggur meja merah Syrah,"86,53",83,"0,07",,"0,32","2,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3647,Minuman,Minuman Beralkohol anggur meja merah Zinfandel,"85,71",88,"0,07",,"0,27","2,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3648,Minuman,Minuman beralkohol anggur meja putih,"86,86",82,"0,07",,"0,2","2,6",,"0,96",9,"0,27",10,18,71,5,"0,12","0,004","0,117","0,1",,"0,005","0,015","0,108","0,045","0,05",1,4,,,,,,,,,,,,,"0,4",,,,,USDA
3649,Minuman,Minuman beralkohol anggur meja putih Chardonnay,"86,85",84,"0,07",,"0,22","2,16",,"0,96",9,"0,27",10,18,71,5,"0,12","0,004","0,117","0,1",,"0,005","0,015","0,108","0,045","0,05",1,,,,,,,,,,,,,,,,,,,USDA
3650,Minuman,Minuman beralkohol anggur meja putih Chenin Blanc,"86,78",80,"0,07",,"0,22","3,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3651,Minuman,Minuman beralkohol anggur meja putih Fume Blanc,"86,98",82,"0,07",,"0,17","2,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3652,Minuman,Minuman beralkohol anggur meja putih Gewurztraminer,"87,03",81,"0,07",,"0,17","2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3653,Minuman,Minuman beralkohol anggur meja putih Muller Thurgau,"87,28",76,"0,07",,"0,15","3,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3654,Minuman,Minuman beralkohol anggur meja putih Muscat,"85,69",82,"0,07",,"0,21","5,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3655,Minuman,Minuman beralkohol anggur meja putih panen terlambat,"77,76",112,"0,07",,"0,27","13,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3656,Minuman,Minuman beralkohol anggur meja putih panen terlambat Gewurztraminer,"79,4",108,"0,07",,"0,2","11,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3657,Minuman,Minuman beralkohol anggur meja putih Pinot Blanc,"87,14",81,"0,07",,"0,24","1,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3658,Minuman,Minuman beralkohol anggur meja putih Pinot Gris (Grigio),"86,98",83,"0,07",,"0,16","2,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3659,Minuman,Minuman beralkohol anggur meja putih Riesling,"86,56",80,"0,07",,"0,17","3,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3660,Minuman,Minuman beralkohol anggur meja putih Sauvignon Blanc,"87,16",81,"0,07",,"0,18","2,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3661,Minuman,Minuman beralkohol anggur meja putih Semillon,"86,54",82,"0,07",,"0,21","3,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3662,Minuman,Minuman beralkohol anggur meja semuanya,"86,58",83,"0,07",,"0,24","2,72",,"0,79",8,"0,37",11,20,99,5,"0,13","0,007","0,124","0,2",,"0,005","0,023","0,166","0,037","0,054",1,5,,,,,,,,,,,,,,,,,,USDA
3663,Minuman,Minuman beralkohol anggur memasak,"88,9",50,"0,5",,1,"6,3",,"1,55",9,"0,4",10,15,88,626,"0,08","0,011",,"0,2",,,"0,01","0,1",,"0,02",1,5,,,,,,,,,,,,,,,,,,USDA
3664,Minuman,Minuman beralkohol beras (sake),"78,4",134,"0,5",,,5,,,5,"0,1",6,6,25,2,"0,02","0,009",,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3665,Minuman,Minuman beralkohol bir malt limun keras,"85,74",68,,,"0,13","10,07",,"9,77",4,"0,03",4,7,27,5,"0,01","0,008","0,006","0,3","2,8","0,006","0,01","0,225","0,041","0,022",4,4,"0,01",,,,,,,,1,"0,02",,,,,,,,USDA
3666,Minuman,Minuman beralkohol bir cahaya,"94,88",29,"0,24",,"0,09","1,64",,"0,09",4,"0,03",5,12,21,4,"0,01","0,006","0,006","0,4",,"0,005","0,015","0,391","0,03","0,034",6,9,"0,02",,,,,,,,,,,,,,,,,USDA
3667,Minuman,Minuman beralkohol bir cahaya budweiser pilih,"95,3",28,"0,2",,"0,08","0,87",,,4,,6,,26,3,"0,01","0,001","0,007",,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3668,Minuman,Minuman beralkohol bir cahaya cahaya tunas,95,29,"0,25",,"0,11","1,3",,,3,,7,11,26,3,,"0,002","0,006",,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3669,Minuman,Minuman beralkohol bir cahaya michelob ultra,"95,4",27,"0,17",,"0,06","0,73",,,4,,4,8,17,3,"0,01","0,002","0,005",,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3670,Minuman,Minuman beralkohol bir reguler budweiser,"92,77",41,"0,36",,"0,11","2,97",,,4,,7,13,33,3,,"0,003","0,009",,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3671,Minuman,Minuman beralkohol bir reguler semua,"91,96",43,"0,46",,"0,16","3,55",,,4,"0,02",6,14,27,4,"0,01","0,005","0,008","0,6",,"0,005","0,025","0,513","0,041","0,046",6,10,"0,02",,,,,,,,,,,,,,,,,USDA
3672,Minuman,Minuman beralkohol bir ringan alkohol lebih tinggi,"92,88",46,"0,25",,"0,09","0,77",,"0,09",4,"0,03",5,12,21,4,"0,01","0,006",,"0,4",,"0,005","0,015","0,391",,"0,034",6,9,"0,02",,,,,,,,,,,,,,,,,USDA
3673,Minuman,Minuman beralkohol creme de menthe 72 proof,"28,3",371,,"0,3","0,01","41,6",,"41,6",,"0,07",,,,5,"0,04","0,08","0,04","0,4",,,,"0,003",,,,,,,,,,,,,,,,,,"0,014","0,015","0,167",,USDA
3674,Minuman,Minuman beralkohol daiquiri disiapkandariresep,"69,74",186,"0,06","0,06","0,08","6,94","0,1","5,58",3,"0,09",2,5,21,5,"0,04","0,022","0,015","0,1","1,6","0,013","0,005","0,051","0,017","0,008",2,,,4,,,,2,,,,"0,03",,,"0,1","0,006","0,006","0,016",,USDA
3675,Minuman,Minuman beralkohol daiquiri kaleng,"74,6",125,,,"0,1","15,7",,,,"0,01",1,2,11,40,"0,03","0,016","0,005","0,1","1,3","0,001","0,001","0,014","0,007","0,003",1,,,2,,,,,,,,,,,,,,,,USDA
3676,Minuman,Minuman beralkohol minuman keras kopi dengan krim 34 bukti,"46,5",327,"2,8","15,7","0,4","20,9",,"19,76",16,"0,13",2,50,32,92,"0,16","0,04","0,006","0,4","0,2","0,011","0,057","0,078","0,087","0,011",2,8,"0,08",620,173,171,,30,,,,"0,45",,,"1,3","9,664","4,458","0,669",58,USDA
3677,Minuman,Minuman beralkohol minuman keras kopi 53 proof,31,336,"0,1","0,3","0,1","46,8",,"38,3",1,"0,06",3,6,30,8,"0,03","0,04","0,014","0,4",,"0,004","0,012","0,144",,,,1,,,,,,,,,,,,,,"0,106","0,022","0,105",,USDA
3678,Minuman,Minuman beralkohol minuman keras kopi 63 bukti,"41,4",308,"0,1","0,3","0,1","32,2",,"32,2",1,"0,06",3,6,30,8,"0,03","0,04","0,017","0,3",,"0,004","0,012","0,144",,,,,,,,,,,,,,,,,,"0,106","0,022","0,105",,USDA
3679,Minuman,Minuman beralkohol pina colada disiapkandariresep,"64,99",174,"0,42","1,88","0,14","22,66","0,3","22,33",8,"0,21",8,7,71,6,"0,13","0,079","0,528","0,7","4,9","0,029","0,017","0,118","0,061","0,045",12,,,2,,,,1,,,,"0,02",,,"0,1","1,636","0,082","0,033",,USDA
3680,Minuman,Minuman beralkohol pina colada kaleng,"54,9",237,"0,6","7,6","0,3","27,6","0,1",,1,"0,03",6,36,83,71,"0,2","0,087","0,319","0,7","1,5","0,017","0,005","0,104","0,054","0,017",6,,,24,1,,,,,,,,,,,"6,571","0,442","0,137",,USDA
3681,Minuman,Minuman beralkohol suling gin 90 proof,"62,1",263,,,,,,,,,,,,2,,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,USDA
3682,Minuman,Minuman beralkohol suling rum 80 proof,"66,6",231,,,"0,01",,,,,"0,12",,5,2,1,"0,07","0,05","0,018",,,"0,008",,,,,,,,,,,,,,,,,,,,,,,,USDA
3683,Minuman,Minuman beralkohol suling semua (gin rum vodka wiski) 100 bukti,"57,5",295,,,"0,01",,,,,"0,04",,4,2,1,"0,04","0,021","0,018",,,"0,006","0,004","0,013",,"0,001",,,,,,,,,,,,,,,,,,,,USDA
